aback,taken by surprise or caught off guard,,,,,,,,,,,
tumor,a swelling of a part of the body, generally without inflammation, caused by an abnormal growth of tissue, whether benign or malignant,,,,,,,,
tuned,adjust (an engine) or balance (mechanical parts) so that a vehicle runs smoothly and efficiently,,,,,,,,,,,
tunes,adjust (a musical instrument) to the correct or uniform pitch,,,,,,,,,,,
turbo,a turbocharger,,,,,,,,,,,
turns,move or cause to move in a circular direction wholly or partly around an axis or point,,,,,,,,,,,
tutor,a private teacher, typically one who teaches a single student or a very small group,,,,,,,,,,
tweet,a posting made on the social media website Twitter,,,,,,,,,,,
twice,double,,,,,,,,,,,
twins,(of two people or animals) born at the same birth,,,,,,,,,,,
twist,form into a bent, curling, or distorted shape,,,,,,,,,
types,a category of people or things having common characteristics,,,,,,,,,,,
tyres,a rubber covering, typically inflated or surrounding an inflated inner tube, placed around a wheel to form a flexible contact with the road,,,,,,,,,
ultra,extremely,,,,,,,,,,,
uncle,the brother of one's father or mother or the husband of one's aunt,,,,,,,,,,,
under,extending or directly below,,,,,,,,,,,
union,the action or fact of joining or being joined, especially in a political context,,,,,,,,,,
unite,come or bring together for a common purpose or action,,,,,,,,,,,
units,an individual thing or person regarded as single and complete but which can also form an individual component of a larger or more complex whole,,,,,,,,,,,
unity,the state of being united or joined as a whole,,,,,,,,,,,
until,up to (the point in time or the event mentioned),,,,,,,,,,,
upper,situated above another part,,,,,,,,,,,
upset,make (someone) unhappy, disappointed, or worried,,,,,,,,,
urban,in, relating to, or characteristic of a city or town,,,,,,,,,
urged,strongly encourage (someone) to do something,,,,,,,,,,,
urine,a watery, typically yellowish fluid stored in the bladder and discharged through the urethra. It is one of the body's chief means of eliminating excess water and salt and also contains nitrogen compounds such as urea and other waste substances removed from the blood by the kidneys,,,,,,,,,,
usage,the action of using something or the fact of being used,,,,,,,,,,,
users,a person who uses or operates something,,,,,,,,,,,
using,employ (a system, mechanism, or the like) to fulfill a purpose or function,,,,,,,,,
usual,habitually or typically occurring or done; customary,,,,,,,,,,,
vague,of uncertain, indefinite, or unclear character or meaning,,,,,,,,,
valid,(of an argument or point) having a sound basis in logic or fact; reasonable or cogent,,,,,,,,,,,
value,the regard that something is held to deserve; the importance, worth, or usefulness of something,,,,,,,,,
valve,a device for controlling the passage of fluid through a pipe or duct, especially an automatic device allowing movement in one direction only,,,,,,,,,,
vapor,a substance diffused or suspended in the air, especially one normally liquid or solid,,,,,,,,,,
vault,a roof in the form of an arch or a series of arches, typical of churches and other large, formal buildings,,,,,,,,,
vegan,a person who does not eat or use animal products,,,,,,,,,,,
veins,a blood vessel carrying blood from the capillaries toward the heart,,,,,,,,,,,
vents,an opening that allows air, gas, or liquid to pass out of or into a confined space,,,,,,,,,
venue,the place where something happens, especially an organized event such as a concert, conference, or sports competition,,,,,,,,
verse,writing arranged with a metrical rhythm, typically having a rhyme,,,,,,,,,,
video,the recording, reproducing, or broadcasting of moving visual images,,,,,,,,,
views,the ability to see something or to be seen from a particular place,,,,,,,,,,,
villa,a large and luxurious country residence,,,,,,,,,,,
vinyl,a tough, lightweight, and flexible synthetic material made by polymerizing ethylene and primarily used in packaging, insulation, padding, and tubing,,,,,,
viral,of the nature of, caused by, or relating to a virus or viruses,,,,,,,,,
virus,an infective agent that typically consists of a nucleic acid molecule in a protein coat, is too small to be seen by light microscopy, and is able to multiply only within the living cells of a host,,,,,,,,,
visas,an endorsement on a passport indicating that the holder is allowed to enter, leave, or stay for a specified period of time in a country,,,,,,,,,
visit,go to see and spend time with (someone) socially,,,,,,,,,,,
vital,absolutely necessary or important; essential,,,,,,,,,,,
vivid,producing powerful feelings or strong, clear images in the mind,,,,,,,,,,
vocal,of or relating to the human voice,,,,,,,,,,,
vodka,a clear distilled alcoholic spirit originating in Russia and Poland,,,,,,,,,,,
voice,the sound produced in a person's larynx and uttered through the mouth, as speech or song,,,,,,,,,,
volts,the SI unit of electromotive force, the difference of potential that would drive one ampere of current against one ohm resistance,,,,,,,,,,
voted,past and past participle of vote,,,,,,,,,,,
voter,a person who votes or has the right to vote at an election,,,,,,,,,,,
votes,express one's opinion or preference by casting a vote,,,,,,,,,,,
wages,a fixed regular payment, typically paid on a daily or weekly basis, made by an employer to an employee, especially to a manual or unskilled worker,,,,,,,,
wagon,a vehicle used for transporting goods or another specified purpose,,,,,,,,,,,
waist,the part of the human body below the ribs and above the hips,,,,,,,,,,,
walks,an act of going on foot for recreation or exercise,,,,,,,,,,,
walls,a continuous vertical brick or stone structure that encloses or divides an area of land,,,,,,,,,,,
wants,have a desire to possess or do (something); wish for,,,,,,,,,,,
warns,inform someone in advance of an impending or possible danger, problem, or other unpleasant situation,,,,,,,,,
waste,use or expend carelessly, extravagantly, or to no purpose,,,,,,,,,
watch,look at or observe attentively over a period of time,,,,,,,,,,,
water,a colorless, transparent, odorless liquid that forms the seas, lakes, rivers, and rain and is the basis of the fluids of living organisms,,,,,,
watts,the SI unit of power, equivalent to one joule per second, corresponding to the power in an electric circuit in which the potential difference is one volt and the current one ampere,,,,,,,,,
waves,a long body of water curling into an arched form and breaking on the shore,,,,,,,,,,,
wears,have on one's body or a part of one's body as clothing, decoration, protection, or for some other purpose,,,,,,,,
weeds,a wild plant growing where it is not wanted and in competition with cultivated plants,,,,,,,,,,,
weeks,a period of seven days,,,,,,,,,,,
weigh,find out how heavy (someone or something) is, typically using scales,,,,,,,,,,
weird,suggesting something supernatural; unearthly,,,,,,,,,,,
wells,an excavation or structure made in the ground by digging, driving, or drilling to access water or oil underground,,,,,,,,,
welsh,of or relating to Wales or its people, language, or culture,,,,,,,,,
whale,a very large marine mammal with a streamlined body, a horizontal tail fin, and a blowhole on top of its head,,,,,,,,,
wheat,a cereal plant that is the most important kind grown in temperate countries, the grain of which is ground to make flour for bread, pasta, pastry, etc.,,,,,,,
wheel,a circular object that revolves on an axle and forms part of a machine,,,,,,,,,,,
where,in or to what place or position,,,,,,,,,,,
which,asking for information specifying one or more people or things from a definite set,,,,,,,,,,,
while,during the time that; at the same time as,,,,,,,,,,,
white,of the color of milk or fresh snow, due to the reflection of all visible rays of light; the opposite of black,,,,,,,,,,
whole,all of; entire,,,,,,,,,,,
whose,asking for information specifying one or more people or things from a particular set or context,,,,,,,,,,,
wider,of great or more than average width,,,,,,,,,,,
widow,a woman who has lost her spouse by death and has not remarried,,,,,,,,,,,
width,the measurement or extent of something from side to side,,,,,,,,,,,
winds,move in or take a twisting or spiral course,,,,,,,,,,,
wines,a type of alcoholic drink typically made from fermented grapes or other fruits,,,,,,,,,,,
wings,a natural outgrowth on the body of a bird or insect that enables it to fly,,,,,,,,,,,
wiped,clean or dry (something) by rubbing its surface with a cloth, a piece of paper, or one's hand,,,,,,,,,
wired,provide with electrical circuits and wiring,,,,,,,,,,,
wires,a thin, flexible thread of metal,,,,,,,,,,
witch,a woman thought to have magical powers, especially evil ones, popularly depicted as wearing a black cloak and pointed hat and flying on a broomstick,,,,,,,,,
wives,a married woman,,,,,,,,,,,
woman,an adult human female,,,,,,,,,,,
women,adult human females,,,,,,,,,,,
woods,an area of land, smaller than a forest, that is covered with growing trees,,,,,,,,,
words,a single distinct meaningful element of speech or writing, used with others (or sometimes alone) to form a sentence and typically shown with a space on either side when written or printed,,,,,,,,,,
works,activity involving mental or physical effort done in order to achieve a purpose or result,,,,,,,,,,,
world,the earth, together with all of its countries, peoples, and natural features,,,,,,,,
worms,a long, slender, soft-bodied invertebrate animal that lacks a backbone,,,,,,,,,
